"","drug_concept_id","denominator_value","denominator_unit_concept_id","numerator_value","numerator_unit_concept_id","concept_name","quantity","n"
"40",21088577,0.5,8587,5,8576,"0.5 ML Atropine 10 MG/ML Ophthalmic Solution [Minims atropine sulfate] by Bausch & Lomb",0,25
"41",21098464,0.5,8587,1.6,8576,"0.5 ML hypromellose 3.2 MG/ML Ophthalmic Solution [Artelac] by Bausch & Lomb",0,2
"42",21098678,100,8587,70,8576,"100 ML Alendronate 0.7 MG/ML Oral Solution",0,202
"43",21098832,2.5,8587,0.5,8576,"2.5 ML Albuterol 1 MG/ML / Ipratropium 0.2 MG/ML Inhalant Solution [Combivent] by Boehringer Ingelheim",0,753
"44",21098832,2.5,8587,2.5,8576,"2.5 ML Albuterol 1 MG/ML / Ipratropium 0.2 MG/ML Inhalant Solution [Combivent] by Boehringer Ingelheim",0,753
"45",21098840,2.5,8587,5,8576,"2.5 ML Albuterol 2 MG/ML Inhalant Solution [Salamol]",0,1
"46",21106502,1,8587,0.25,8576,"1 ML Ipratropium 0.25 MG/ML Inhalant Solution",0,882
"47",21107559,5,8587,10,8576,"5 ML Morphine 2 MG/ML Oral Solution [Oramorph] by Boehringer Ingelheim",0,30
"48",21108240,0.4,8587,2,8576,"0.4 ML Carboxymethylcellulose 5 MG/ML Ophthalmic Solution",0,132
"49",21108254,0.5,8587,2.2,8576,"0.5 ML hydroxyethyl cellulose 4.4 MG/ML Ophthalmic Solution",0,6
"50",21108266,0.5,8587,2.5,8576,"0.5 ML Chloramphenicol 5 MG/ML Ophthalmic Solution [Minims chloramphenicol] by Bausch & Lomb",0,7
"51",21108663,2.5,8587,2.5,8576,"2.5 ML Albuterol 1 MG/ML Inhalant Solution [Salamol]",0,8
"52",21116453,1,8587,10,8576,"1 ML Midazolam 10 MG/ML Oral Solution",0,1
"53",21117028,2,8587,20,8576,"2 ML Cromolyn 10 MG/ML Inhalant Solution",0,5
"54",21117063,2,8587,80,8576,"2 ML Triamcinolone 40 MG/ML Prefilled Syringe [Kenalog]",0,64
"55",21118004,0.5,8587,0.5,8576,"0.5 ML Dexamethasone 1 MG/ML Ophthalmic Solution",0,44
"56",21118062,0.5,8587,10,8576,"0.5 ML Pilocarpine 20 MG/ML Ophthalmic Solution",0,2
"57",21118274,100,8587,5,8576,"100 ML zoledronic acid 0.05 MG/ML Injectable Solution",0,5
"58",21126710,2,8587,0.5,8576,"2 ML Ipratropium 0.25 MG/ML Inhalant Solution",0,186
"59",21127753,0.4,8587,1.2,8576,"0.4 ML hypromellose 3 MG/ML Ophthalmic Solution",0,123
"60",21127792,0.5,8587,5,8576,"0.5 ML Tropicamide 10 MG/ML Ophthalmic Solution [Minims tropicamide] by Bausch & Lomb",0,28
"61",21128048,100,8587,4,8576,"100 ML zoledronic acid 0.04 MG/ML Injectable Solution",0,4
"62",21128086,100,8587,50,8576,"100 ML Chlorhexidine 0.5 MG/ML Topical Solution [Sterets Unisept]",0,1132
"63",21128174,2.5,8587,2.5,8576,"2.5 ML Dornase Alfa 1 MG/ML Inhalant Solution",0,43
"64",21136917,5,8587,10,8576,"5 ML Morphine 2 MG/ML Oral Solution",0,2
"65",21138024,2.5,8587,2.5,8576,"2.5 ML Albuterol 1 MG/ML Inhalant Solution",0,1682
"66",21138029,2.5,8587,22,8576,"2.5 ML Sodium Chloride 8.8 MG/ML Inhalant Solution",0,113
"67",21146786,5,8587,30,8576,"5 ML Morphine 6 MG/ML Oral Solution [Oramorph] by Boehringer Ingelheim",0,1
"68",21147406,0.2,8587,0.5,8576,"0.2 ML Timolol 2.5 MG/ML Ophthalmic Solution",0,35
"69",21147427,0.3,8587,0.3,8576,"0.3 ML Cyclosporine 1 MG/ML Ophthalmic Solution",0,8
"70",21147439,0.4,8587,0.12,8576,"0.4 ML bimatoprost 0.3 MG/ML Ophthalmic Solution",0,185
"71",21147493,0.5,8587,4.5,8576,"0.5 ML Sodium Chloride 9 MG/ML Ophthalmic Solution",0,8
"72",21157413,0.3,8587,0.54,8576,"0.3 ML hyaluronate 1.8 MG/ML Ophthalmic Solution",0,2
"73",21157436,0.4,8587,4,8576,"0.4 ML Carboxymethylcellulose 10 MG/ML Ophthalmic Solution [Celluvisc] by Allergan",0,594
"74",21157449,0.5,8587,2.2,8576,"0.5 ML hydroxyethyl cellulose 4.4 MG/ML Ophthalmic Solution [Minims artificial ts] by Bausch & Lomb",0,506
"75",21157469,0.5,8587,2.5,8576,"0.5 ML Tetracaine 5 MG/ML Ophthalmic Solution",0,1
"76",21157475,0.5,8587,2,8576,"0.5 ML hyaluronate 4 MG/ML Ophthalmic Solution",0,41
"77",21157497,0.5,8587,5,8576,"0.5 ML Atropine 10 MG/ML Ophthalmic Solution",0,79
"78",21157865,2.5,8587,5,8576,"2.5 ML Albuterol 2 MG/ML Inhalant Solution",0,992
"79",21157868,2.5,8587,2.5,8576,"2.5 ML Dornase Alfa 1 MG/ML Inhalant Solution [Pulmozyme] by Roche",0,79
"80",21158130,0.25,8587,2.5,8576,"0.25 ML apraclonidine 10 MG/ML Ophthalmic Solution",0,1
"81",21166208,2,8587,0.1,8576,"2 ML Selenium 0.05 MG/ML Oral Solution [Selenase] by Baxter",0,2
"82",21167171,0.3,8587,0.3,8576,"0.3 ML Diclofenac 1 MG/ML Ophthalmic Solution [Voltarol Ophtha] by Thea",0,1
"83",21167174,0.4,8587,0.12,8576,"0.4 ML bimatoprost 0.3 MG/ML Ophthalmic Solution [Lumigan] by Allergan",0,215
"84",21167202,0.5,8587,10,8576,"0.5 ML Fluorescein 20 MG/ML Ophthalmic Solution [Minims fluorescein] by Bausch & Lomb",0,10
"85",21167629,2.5,8587,2.5,8576,"2.5 ML Albuterol 1 MG/ML / Ipratropium 0.2 MG/ML Inhalant Solution",0,76
"86",21167629,2.5,8587,0.5,8576,"2.5 ML Albuterol 1 MG/ML / Ipratropium 0.2 MG/ML Inhalant Solution",0,76
"87",21167632,2.5,8587,2.5,8576,"2.5 ML Albuterol 1 MG/ML / Ipratropium 0.2 MG/ML Inhalant Solution [Combivent] by Dowelhurst",0,3
"88",21167632,2.5,8587,0.5,8576,"2.5 ML Albuterol 1 MG/ML / Ipratropium 0.2 MG/ML Inhalant Solution [Combivent] by Dowelhurst",0,3
"89",21176012,2,8587,1,8576,"2 ML Budesonide 0.5 MG/ML Inhalant Solution",0,206
"90",21176403,10,8587,750,8576,"10 ML Carbocysteine 75 MG/ML Oral Solution",0,12
"91",21176555,20,8587,3,8576,"20 ML Cetrimide 1.5 MG/ML / Chlorhexidine 0.15 MG/ML Irrigation Solution by Medlock",0,52
"92",21176555,20,8587,30,8576,"20 ML Cetrimide 1.5 MG/ML / Chlorhexidine 0.15 MG/ML Irrigation Solution by Medlock",0,52
"93",21176962,0.4,8587,2,8576,"0.4 ML Levobunolol 5 MG/ML Ophthalmic Solution",0,13
"94",21176991,0.5,8587,5,8576,"0.5 ML Fluorescein 10 MG/ML Ophthalmic Solution [Minims fluorescein] by Bausch & Lomb",0,6
"95",21176998,0.5,8587,2,8576,"0.5 ML Benoxinate 4 MG/ML Ophthalmic Solution [Minims oxybuprocaine hydrochloride] by Bausch & Lomb",0,1
"96",21177003,0.5,8587,1.5,8576,"0.5 ML Metipranolol 3 MG/ML Ophthalmic Solution",0,13
"97",21177004,0.5,8587,2.5,8576,"0.5 ML Midazolam 5 MG/ML Oral Solution",0,1
"98",21177417,200,8587,17000,8576,"200 ML Sodium Bicarbonate 85 MG/ML Injectable Solution",0,1
"99",35413095,1,8587,50,8576,"1 ML Cyclosporine 50 MG/ML Injectable Solution",0,3
"100",35775944,1,8587,1,8576,"1 ML Cosyntropin 1 MG/ML Injectable Solution",0,2
"101",35775955,1,8587,125,8576,"1 ML abatacept 125 MG/ML Injectable Solution",0,2
"102",35775957,1,8587,15.4,8576,"1 ML Papaveretum 15.4 MG/ML Injectable Solution",0,2
"103",35775973,1,8587,0.015,8576,"1 ML desmopressin 0.015 MG/ML Injectable Solution",0,1
"104",35776169,1,8587,25,8576,"1 ML Progesterone 25 MG/ML Injectable Solution [Gestone] by Ferring",0,1
"105",35776216,1,8587,10,8576,"1 ML Methadone 10 MG/ML Injectable Solution",0,4
"106",35776218,1,8587,500,8576,"1 ML Zuclopenthixol 500 MG/ML Injectable Solution",0,37
"107",35776243,1,8587,50,8576,"1 ML Progesterone 50 MG/ML Injectable Solution",0,1
"108",35776309,1,8587,12.5,8576,"1 ML Prochlorperazine 12.5 MG/ML Injectable Solution [Stemetil] by Sanofi",0,63
"109",35776333,1,8587,250,8576,"1 ML 17-alpha-Hydroxyprogesterone 250 MG/ML Injectable Solution [Proluton Depot] by Schering-Plough",0,10
"110",35776358,1,8587,100,8576,"1 ML Flupenthixol 100 MG/ML Injectable Solution [Depixol] by Lundbeck",0,3
"111",35776479,1,8587,10,8576,"1 ML Chlorpheniramine 10 MG/ML Injectable Solution",0,53
"112",35776481,1,8587,12.5,8576,"1 ML Prochlorperazine 12.5 MG/ML Injectable Solution",0,2
"113",35776496,1,8587,200,8576,"1 ML Flupenthixol 200 MG/ML Injectable Solution",0,42
"114",35776633,1,8587,100,8576,"1 ML Hydrocortisone 100 MG/ML Injectable Solution [Efcortesol] by AMCo",0,5
"115",35776715,1,8587,1,8576,"1 ML Hydroxocobalamin 1 MG/ML Injectable Solution by A A H",0,4
"116",35776742,1,8587,150,8576,"1 ML Enoxaparin 150 MG/ML Injectable Solution [Clexane] by Sanofi",0,1
"117",35776757,1,8587,0.6,8576,"1 ML Atropine 0.6 MG/ML Injectable Solution",0,1
"118",35776759,1,8587,50,8576,"1 ML Cyclizine 50 MG/ML / Morphine 10 MG/ML Injectable Solution",0,3
"119",35776759,1,8587,10,8576,"1 ML Cyclizine 50 MG/ML / Morphine 10 MG/ML Injectable Solution",0,3
"120",35776837,1,8587,1,8576,"1 ML Hydroxocobalamin 1 MG/ML Injectable Solution [Cobalin-H]",0,5
"121",35776896,1,8587,200,8576,"1 ML Zuclopenthixol 200 MG/ML Injectable Solution [Clopixol] by Lundbeck",0,38
"122",35776909,1,8587,25,8576,"1 ML Fluphenazine 25 MG/ML Injectable Solution [Modecate] by Sanofi",0,1
"123",35776913,1,8587,200,8576,"1 ML Flupenthixol 200 MG/ML Injectable Solution [Depixol] by Lundbeck",0,19
"124",35777032,1,8587,50,8576,"1 ML Cyclizine 50 MG/ML Injectable Solution",0,13
"125",35777039,1,8587,150,8576,"1 ML secukinumab 150 MG/ML Injectable Solution",0,3
"126",35777072,1,8587,75,8576,"1 ML alirocumab 75 MG/ML Injectable Solution",0,5
"127",35777192,1,8587,20,8576,"1 ML Flupenthixol 20 MG/ML Injectable Solution [Depixol] by Lundbeck",0,22
"128",35777226,1,8587,50,8576,"1 ML Etanercept 50 MG/ML Injectable Solution [Enbrel] by Pfizer",0,2
"129",35777354,1,8587,50,8576,"1 ML pipothiazine 50 MG/ML Injectable Solution",0,7
"130",35777419,1,8587,25,8576,"1 ML Methotrimeprazine 25 MG/ML Injectable Solution [Nozinan] by Sanofi",0,12
"131",35777421,1,8587,50,8576,"1 ML Nandrolone 50 MG/ML Injectable Solution [Deca-Durabolin] by Aspen",0,8
"132",35777422,1,8587,50,8576,"1 ML Cyclizine 50 MG/ML Injectable Solution [Valoid] by AMCo",0,22
"133",35777431,1,8587,10,8576,"1 ML Cyclizine 50 MG/ML / Morphine 10 MG/ML Injectable Solution [Cyclimorph] by AMCo",0,5
"134",35777431,1,8587,50,8576,"1 ML Cyclizine 50 MG/ML / Morphine 10 MG/ML Injectable Solution [Cyclimorph] by AMCo",0,5
"135",35777600,1,8587,200,8576,"1 ML Norethindrone 200 MG/ML Injectable Solution [Noristerat] by Bayer",0,12
"136",35777631,1,8587,60,8576,"1 ML denosumab 60 MG/ML Injectable Solution",0,44
"137",35777632,1,8587,200,8576,"1 ML certolizumab pegol 200 MG/ML Injectable Solution",0,6
"138",35777639,1,8587,100,8576,"1 ML Hydrocortisone 100 MG/ML Injectable Solution",0,6
"139",35777645,1,8587,0.6,8576,"1 ML Scopolamine 0.6 MG/ML Injectable Solution",0,2
"140",35777754,1,8587,200,8576,"1 ML certolizumab pegol 200 MG/ML Injection [Cimzia] by UCB",0,2
"141",35777770,1,8587,100,8576,"1 ML Fluphenazine 100 MG/ML Injectable Solution [Modecate] by Sanofi",0,199
"142",35777772,1,8587,40,8576,"1 ML Triamcinolone 40 MG/ML Injectable Suspension [Kenalog] by Bristol Myers Squibb",0,34
"143",35777810,1,8587,50,8576,"1 ML Etanercept 50 MG/ML Injectable Solution [Benepali] by Biogen",0,2
"144",35777863,1,8587,1,8576,"1 ML Hydroxocobalamin 1 MG/ML Injectable Solution by AMCo",0,106
"145",35777909,1,8587,40,8576,"1 ML Glatiramer 40 MG/ML Injectable Solution [Copaxone] by TEVA",0,2
"146",35778015,1,8587,50,8576,"1 ML Cyclizine 50 MG/ML / Morphine 15 MG/ML Injectable Solution [Cyclimorph] by AMCo",0,5
"147",35778015,1,8587,15,8576,"1 ML Cyclizine 50 MG/ML / Morphine 15 MG/ML Injectable Solution [Cyclimorph] by AMCo",0,5
"148",35778164,1,8587,50,8576,"1 ML Progesterone 50 MG/ML Injectable Solution [Gestone] by Nordic",0,1
"149",35778239,2,8587,4,8576,"2 ML Ondansetron 2 MG/ML Injectable Solution",0,1
"150",35778248,2,8587,100,8576,"2 ML Zuclopenthixol 50 MG/ML Injectable Solution [Clopixol Acuphase]",0,1
"151",35778264,2,8587,80,8576,"2 ML Lidocaine 10 MG/ML / Methylprednisolone 40 MG/ML Injectable Solution [Depo-Medrone]",0,1101
"152",35778264,2,8587,20,8576,"2 ML Lidocaine 10 MG/ML / Methylprednisolone 40 MG/ML Injectable Solution [Depo-Medrone]",0,1101
"153",35778297,2,8587,100,8576,"2 ML iron sorbitex 50 MG/ML Injectable Solution [Jectofer] by Astrazeneca",0,137
"154",35778376,2,8587,100,8576,"2 ML iron sorbitex 50 MG/ML Injectable Solution",0,52
"155",35778430,2,8587,80,8576,"2 ML Triamcinolone 40 MG/ML Injectable Suspension [Kenalog] by Bristol Myers Squibb",0,16
"156",35778479,2,8587,100,8576,"2 ML Tramadol 50 MG/ML Injectable Solution [Zydol] by Grunenthal",0,9
"157",35778577,2,8587,10,8576,"2 ML Metoclopramide 5 MG/ML Injectable Solution [Maxolon] by AMCo",0,2
"158",35778788,2,8587,20,8576,"2 ML Haloperidol 10 MG/ML Injectable Solution",0,1
"159",35778844,2,8587,50,8576,"2 ML Fluphenazine 25 MG/ML Injectable Solution [Modecate] by Sanofi",0,89
"160",35778859,2,8587,10,8576,"2 ML Diazepam 5 MG/ML Injectable Solution by Wockhardt",0,6
"161",35778888,2,8587,6,8576,"2 ML Adenosine 3 MG/ML Injectable Solution [Adenocor] by Sanofi",0,1
"162",35779048,2,8587,10,8576,"2 ML Metoclopramide 5 MG/ML Injectable Solution [Maxolon]",0,111
"163",35779095,2,8587,40,8576,"2 ML Flupenthixol 20 MG/ML Injectable Solution [Depixol] by Lundbeck",0,83
"164",35779167,2,8587,50,8576,"2 ML Fluphenazine 25 MG/ML Injectable Solution",0,11
"165",35779179,2,8587,100,8576,"2 ML pipothiazine 50 MG/ML Injectable Solution",0,2
"166",35779324,3,8587,75,8576,"3 ML Diclofenac 25 MG/ML Injectable Solution [Voltarol] by Novartis",0,210
"167",35779328,3,8587,18,8576,"3 ML liraglutide 6 MG/ML Injectable Solution [Victoza] by Novo Nordisk",0,281
"168",35779932,4,8587,2,8576,"4 ML Bumetanide 0.5 MG/ML Injectable Solution",0,10
"169",35780090,5,8587,4,8576,"5 ML zoledronic acid 0.8 MG/ML Injectable Solution by Medac",0,7
"170",35780251,5,8587,4,8576,"5 ML zoledronic acid 0.8 MG/ML Injectable Solution by Intrapharm",0,1
"171",35780337,5,8587,100,8576,"5 ML iron sucrose 20 MG/ML Injection [Venofer] by Vifor",0,2
"172",35780947,5,8587,4,8576,"5 ML zoledronic acid 0.8 MG/ML Injectable Solution by Dr Reddy's",0,3
"173",35781218,5,8587,50,8576,"5 ML Meperidine 10 MG/ML Injectable Solution",0,2
"174",35781302,5,8587,100,8576,"5 ML Lidocaine 20 MG/ML Injectable Solution by Martindale",0,24
"175",35781310,5,8587,45,8576,"5 ML Sodium Chloride 9 MG/ML Injectable Solution by B.Braun",0,31
"176",35781435,8,8587,200,8576,"8 ML Methotrexate 25 MG/ML Injectable Solution",0,1
"177",35782302,10,8587,1600,8576,"10 ML Immunoglobulin G 160 MG/ML Injectable Solution [Gammabulin] by Baxter",0,326
"178",35782377,10,8587,10,8576,"10 ML Morphine 1 MG/ML Injectable Solution",0,1
"179",35782827,20,8587,0.1,8576,"20 ML Epinephrine 0.005 MG/ML / Lidocaine 20 MG/ML Injectable Solution",0,1337
"180",35782827,20,8587,400,8576,"20 ML Epinephrine 0.005 MG/ML / Lidocaine 20 MG/ML Injectable Solution",0,1337
"181",35782888,20,8587,0.1,8576,"20 ML Epinephrine 0.005 MG/ML / Lidocaine 10 MG/ML Injectable Solution",0,2096
"182",35782888,20,8587,200,8576,"20 ML Epinephrine 0.005 MG/ML / Lidocaine 10 MG/ML Injectable Solution",0,2096
"183",35783041,20,8587,400,8576,"20 ML Lidocaine 20 MG/ML Injectable Solution by Hameln",0,11
"184",35783225,20,8587,100,8576,"20 ML Metoclopramide 5 MG/ML Injectable Solution [Maxolon] by AMCo",0,2
"185",35784434,50,8587,5,8576,"50 ML Albuterol 0.1 MG/ML Injectable Solution",0,145
"186",35784491,50,8587,500,8576,"50 ML Prilocaine 10 MG/ML Injectable Solution [Citanest] by Astrazeneca",0,2
"187",35785088,0.2,8587,0.02,8576,"0.2 ML Lixisenatide 0.1 MG/ML Injectable Solution",0,31
"188",35785098,0.2,8587,10,8576,"0.2 ML Methotrexate 50 MG/ML Injectable Solution [Metoject] by Medac",0,1
"189",35785112,0.2,8587,1,8576,"0.2 ML Timolol 5 MG/ML Ophthalmic Suspension",0,362
"190",35785162,0.3,8587,0.03,8576,"0.3 ML darbepoetin alfa 0.1 MG/ML Injectable Solution [Aranesp] by Amgen",0,5
"191",35785167,0.3,8587,7.5,8576,"0.3 ML Methotrexate 25 MG/ML Injectable Solution",0,2
"192",35785177,0.3,8587,0.03,8576,"0.3 ML Methoxy polyethylene glycol-epoetin beta 0.1 MG/ML Injectable Solution [Mircera] by Roche",0,1
"193",35785248,0.3,8587,15,8576,"0.3 ML Methotrexate 50 MG/ML Injectable Solution [Metoject] by Medac",0,2
"194",35785309,0.3,8587,0.06,8576,"0.3 ML darbepoetin alfa 0.2 MG/ML Injectable Solution [Aranesp] by Amgen",0,1
"195",35785316,0.3,8587,0.03,8576,"0.3 ML darbepoetin alfa 0.1 MG/ML Injectable Solution",0,9
"196",35785346,0.4,8587,0.04,8576,"0.4 ML darbepoetin alfa 0.1 MG/ML Injectable Solution",0,5
"197",35785353,0.4,8587,0.01,8576,"0.4 ML darbepoetin alfa 0.025 MG/ML Injectable Solution [Aranesp] by Amgen",0,19
"198",35785377,0.4,8587,0.04,8576,"0.4 ML darbepoetin alfa 0.1 MG/ML Injectable Solution [Aranesp] by Amgen",0,8
"199",35785390,0.4,8587,0.01,8576,"0.4 ML darbepoetin alfa 0.025 MG/ML Injectable Solution",0,63
"200",35785432,0.5,8587,50,8576,"0.5 ML Aurothiomalate 100 MG/ML Injectable Solution [Myocrisin] by Sanofi",0,621
"201",35785497,0.5,8587,50,8576,"0.5 ML Fluphenazine 100 MG/ML Injectable Solution [Modecate] by Sanofi",0,64
"202",35785543,0.5,8587,20,8576,"0.5 ML Aurothiomalate 40 MG/ML Injectable Solution [Myocrisin] by Sanofi",0,140
"203",35785575,0.5,8587,50,8576,"0.5 ML Flupenthixol 100 MG/ML Injectable Solution [Depixol] by Lundbeck",0,91
"204",35785629,0.5,8587,25,8576,"0.5 ML Etanercept 50 MG/ML Injectable Solution [Enbrel] by Pfizer",0,1
"205",35785647,0.5,8587,0.02,8576,"0.5 ML darbepoetin alfa 0.04 MG/ML Injectable Solution",0,71
"206",35785648,0.5,8587,0.1,8576,"0.5 ML darbepoetin alfa 0.2 MG/ML Injectable Solution",0,1
"207",35785664,0.5,8587,1,8576,"0.5 ML Vitamin K 1 2 MG/ML Injectable Solution [Konakion] by Roche",0,16
"208",35785668,0.5,8587,12.5,8576,"0.5 ML Fluphenazine 25 MG/ML Injectable Solution [Modecate] by Sanofi",0,2
"209",35785671,0.5,8587,6,8576,"0.5 ML Sumatriptan 12 MG/ML Injectable Solution by Sun",0,1
"210",35785674,0.5,8587,25,8576,"0.5 ML Methotrexate 50 MG/ML Injectable Solution [Metoject] by Medac",0,16
"211",35785681,0.5,8587,0.02,8576,"0.5 ML darbepoetin alfa 0.04 MG/ML Injectable Solution [Aranesp] by Amgen",0,6
"212",35785690,0.5,8587,25,8576,"0.5 ML Etanercept 50 MG/ML Injectable Solution",0,3
"213",35785730,0.5,8587,10,8576,"0.5 ML Aurothiomalate 20 MG/ML Injectable Solution [Myocrisin] by Sanofi",0,38
"214",35785773,0.5,8587,0.1,8576,"0.5 ML darbepoetin alfa 0.2 MG/ML Injectable Solution [Aranesp] by Amgen",0,4
"215",35785847,0.6,8587,0.3,8576,"0.6 ML darbepoetin alfa 0.5 MG/ML Injectable Solution [Aranesp] by Amgen",0,3
"216",35785889,0.8,8587,20,8576,"0.8 ML Methotrexate 25 MG/ML Injectable Solution",0,1
"217",35787137,100,8587,30000,8576,"100 ML Sodium Acetate 300 MG/ML Injectable Solution",0,2
"218",35788103,2.2,8587,44,8576,"2.2 ML Epinephrine 0.0125 MG/ML / Lidocaine 20 MG/ML Injectable Solution [Lignostab-A] by Dentsply",0,2
"219",35788103,2.2,8587,0.0275,8576,"2.2 ML Epinephrine 0.0125 MG/ML / Lidocaine 20 MG/ML Injectable Solution [Lignostab-A] by Dentsply",0,2
"220",35788133,2.2,8587,0.0275,8576,"2.2 ML Epinephrine 0.0125 MG/ML / Lidocaine 20 MG/ML Injectable Solution",0,1
"221",35788133,2.2,8587,44,8576,"2.2 ML Epinephrine 0.0125 MG/ML / Lidocaine 20 MG/ML Injectable Solution",0,1
"222",35789659,0.15,8587,0.15,8576,"0.15 ML Epinephrine 1 MG/ML Injectable Solution [Jext] by ALK",0,5
"223",35789672,0.23,8587,2.3,8576,"0.23 ML ranibizumab 10 MG/ML Injection [Lucentis] by Novartis",0,3
"224",35789828,0.75,8587,7.5,8576,"0.75 ML Methotrexate 10 MG/ML Injectable Solution",0,1
"225",35794924,0.165,8587,1.65,8576,"0.165 ML ranibizumab 10 MG/ML Injection [Lucentis] by Novartis",0,1
